path,path_length,mpnet_surprise_corr,mpnet_curiosity_corr,paper_surprise_corr,paper_curiosity_corr,surprise_small_jumps_rate,surprise_medium_jumps_rate,surprise_large_jumps_rate,curiosity_small_jumps_rate,curiosity_medium_jumps_rate,curiosity_large_jumps_rate
Animation;The_Lion_King;Television;Technology;Integrated_circuit,5,0.8073645790829069,0.9897769291279881,0.7201609849363538,0.933984782264961,0.0,0.0,1.0,0.0,0.33,0.67
Ant;South_Africa;Europe;World_War_II;Adolf_Hitler,5,-0.9615305920144009,0.8435865687627219,-0.9316307378060292,0.7924550737053592,0.0,0.33,0.67,0.0,0.67,0.33
Arithmetic;Algorithm;Clock;Solar_System;Moon,5,0.7696830549234727,0.73008827767949,0.9803637140760539,0.935902628917894,0.33,0.33,0.33,0.33,0.67,0.0
Art;Medicine;Human;Organism;Bacteria,5,0.7660802421986793,0.9976659102336781,0.877536724069459,0.7562186210328766,0.0,0.33,0.67,0.0,0.33,0.67
Atlantic_slave_trade;Continent;Earth;Dinosaur;Pterosaur,5,-0.8495334908237618,-0.7639366275724451,-0.9124210579836665,-0.8153366990770703,0.67,0.0,0.33,0.0,0.33,0.67
Bamako;Sub-Saharan_Africa;Europe;<;Guinea,5,1.0,-1.0,0.9812214519137292,-0.9485981347591729,0.67,0.33,0.0,0.33,0.33,0.33
Battle_of_Alesia;France;United_States;President_of_the_United_States;Ronald_Reagan,5,0.988578032453654,-0.989871394102756,0.9066925676131962,-0.9444245354855862,0.0,0.33,0.67,0.33,0.67,0.0
Battle_of_Alesia;France;United_States;President_of_the_United_States;Ronald_Reagan,5,0.988578032453654,-0.989871394102756,0.9066925676131962,-0.9444245354855862,0.0,0.33,0.67,0.33,0.67,0.0
Bird;19th_century;Germany;World_War_II;Adolf_Hitler,5,-0.7142153272249984,0.872777298979866,-0.8846882800312558,0.7699300897019444,0.0,0.67,0.33,0.0,0.67,0.33
Bird;People%27s_Republic_of_China;Russia;Nazi_Germany;Adolf_Hitler,5,0.9055173692609595,0.903212301186845,0.721091041743342,0.8728884966196047,0.0,1.0,0.0,0.0,1.0,0.0
Bird;Latin;United_States;World_War_II;Adolf_Hitler,5,-0.8292897291575816,0.81028782858244,-0.7295583149797527,0.8171656625415283,0.0,0.67,0.33,0.0,1.0,0.0
Bird;Latin;United_States;World_War_II;Adolf_Hitler,5,-0.8292897291575816,0.81028782858244,-0.7295583149797527,0.8171656625415283,0.0,0.67,0.33,0.0,1.0,0.0
Bird;People%27s_Republic_of_China;Russia;Nazi_Germany;Adolf_Hitler,5,0.9055173692609595,0.903212301186845,0.721091041743342,0.8728884966196047,0.0,1.0,0.0,0.0,1.0,0.0
Bird;People%27s_Republic_of_China;Russia;Nazi_Germany;Adolf_Hitler,5,0.9055173692609595,0.903212301186845,0.721091041743342,0.8728884966196047,0.0,1.0,0.0,0.0,1.0,0.0
Bird;People%27s_Republic_of_China;Socialism;Nazism;Adolf_Hitler,5,0.8280687822470315,0.7626116806008407,0.7588245607693543,0.7688080398087717,0.67,0.33,0.0,0.0,0.67,0.33
Black_Death;Alchemy;Gold;Periodic_table;Rhodium,5,0.904828501991504,0.7203280375174158,0.8261896510487712,0.8547507338005064,0.33,0.67,0.0,0.33,0.67,0.0
Black_Death;Cattle;Meat;Poultry;Chicken,5,0.9262253487982339,0.8929858714984165,0.9920795937801423,0.9012498792664375,0.33,0.33,0.33,0.0,0.33,0.67
Black_Death;Cattle;Meat;Poultry;Chicken,5,0.9262253487982339,0.8929858714984165,0.9920795937801423,0.9012498792664375,0.33,0.33,0.33,0.0,0.33,0.67
Black_Death;Cattle;Meat;Poultry;Chicken,5,0.9262253487982339,0.8929858714984165,0.9920795937801423,0.9012498792664375,0.33,0.33,0.33,0.0,0.33,0.67
Bolivia;Mining;<;Gold;Platinum,5,0.9999999999999999,-1.0,0.9310581478356191,-0.8405834595192475,0.67,0.33,0.0,0.33,0.33,0.33
Brazil;Agriculture;Nitrogen;Hydrochloric_acid;Hydrogen,5,0.8557380649479528,-0.893443870723679,0.8681176902472459,-0.9557044714856129,0.67,0.33,0.0,0.67,0.33,0.0
Cat;Cyprus;European_Union;World_War_II;Adolf_Hitler,5,-0.9206045794270846,0.7926107149014564,-0.8703415678460916,0.8924638949314063,0.0,0.67,0.33,0.33,0.67,0.0
Chromium;Chemical_element;Periodic_table;Uranium;Nuclear_power,5,-0.7389874575366919,-0.962163152318584,-0.8523768844390044,-0.7816089636686938,0.67,0.33,0.0,0.0,0.67,0.33
Chromium;World_Health_Organization;English_language;England;Henry_I_of_England,5,-0.8352565571299846,-0.964314780427037,-0.9558858454390762,-0.8824576094028854,0.0,1.0,0.0,0.33,0.0,0.67
Dinosaur;Tanzania;<;Mongolia;China,5,1.0,1.0,0.9763226493587943,0.9795495482769093,0.67,0.0,0.33,0.67,0.0,0.33
Dinosaur;Bird;Jurassic;United_States;Computer,5,-0.8033513221144024,-0.9560172899686981,0.9534964331696568,0.9055369280028455,0.0,0.33,0.67,0.33,0.33,0.33
Dinosaur;Tanzania;Africa;North_Africa;Libya,5,0.8734117711134094,0.8132821523960515,0.8054922481591151,0.7355140902408478,0.33,0.33,0.33,0.33,0.33,0.33
Dog;Animal;Aristotle;Astronomy;Venus,5,-0.8147709896811188,-0.8458803601124281,-0.7471153000538461,-0.7091088557538782,0.33,0.33,0.33,0.0,0.33,0.67
Europe;Greek_mythology;Deity;Universe;Big_Bang,5,-0.8328882221225661,-0.8807290788377361,-0.9326971822840541,-0.8324106139728616,0.0,0.67,0.33,0.0,0.67,0.33
Flower;Latin;Europe;World_War_II;Adolf_Hitler,5,-0.9397287108222455,0.9408224354868616,-0.908657338346825,0.9050087043198828,0.33,0.33,0.33,0.0,0.67,0.33
Honduras;Africa;Libya;<;Tripoli,5,-1.0,0.9999999999999999,0.7099482560320108,0.9755291573941476,0.67,0.33,0.0,0.33,0.67,0.0
Human;Animal;Insect;Hymenoptera;Bee,5,0.7888405164750693,0.9745565984884342,0.9060239118239517,0.9996930381499026,0.0,1.0,0.0,0.0,0.67,0.33
Hydrogen;Airship;World_War_I;World_War_II;Adolf_Hitler,5,-0.794145353268835,0.9765010004447691,-0.9685248366135801,0.903819292994574,0.0,0.33,0.67,0.67,0.33,0.0
Italy;Agriculture;Fruit;Plum;Apricot,5,0.992048996604944,-0.8077503754161461,0.9662614253569758,-0.8102798195058758,0.67,0.33,0.0,0.0,1.0,0.0
Ivory;United_Nations;World_War_II;Battle_of_Stalingrad;Tank,5,-0.8817407607855529,0.9090214209859283,-0.997989781719635,0.9663535384555538,0.0,0.67,0.33,0.33,0.67,0.0
Middle_Ages;North_Africa;Africa;Zambia;Zambezi,5,0.7852901237088485,0.7493163529042516,0.880664851301871,0.9455955389321067,0.33,0.0,0.67,0.67,0.0,0.33
Middle_East;Africa;<;Africa;Guinea,5,0.9999999999999999,-0.9999999999999999,0.7451433011854074,-0.7451433011854072,0.67,0.33,0.0,1.0,0.0,0.0
Nature;Mammal;Horse;Milk;Butter,5,0.8837203440301591,0.9977252307025558,0.7052191553653859,0.7592048783052667,0.0,1.0,0.0,0.67,0.33,0.0
Niger_River;River;Ocean;Animal;Bird,5,-0.8831345129133716,-0.8392985658186713,0.8914394813890595,0.9082405453274585,0.0,0.67,0.33,0.0,0.67,0.33
Niger_River;Atlantic_Ocean;Pacific_Ocean;South_China_Sea;Malaysia,5,0.8552888107431185,0.9286034107838269,0.9509553013337536,0.8823445044052158,0.33,0.33,0.33,0.0,0.67,0.33
Novel;France;North_Sea;Norway;Finland,5,0.9676771860914098,0.9205215979202863,0.9324681737233464,0.7936985064331162,0.0,0.33,0.67,0.33,0.33,0.33
Nuclear_weapon;World_War_II;Jew;Judaism;Hebrew_calendar,5,0.9631899368672242,-0.8999836154683152,0.9282553722782515,-0.7145847968040531,0.0,0.33,0.67,0.0,0.67,0.33
Paleontology;Earth;South_America;Paraguay;Asunci%C3%B3n,5,0.7983492308690733,0.9726108537120666,0.9397272682082878,0.8889196153319951,0.33,0.67,0.0,0.0,0.33,0.67
Plato;19th_century;United_States;Poetry_of_the_United_States;Edgar_Allan_Poe,5,-0.9673293726887059,0.8191573913308853,-0.9610585391715648,0.7464977440304066,0.0,0.33,0.67,0.0,0.67,0.33
Popular_culture;Film;United_States;Great_Lakes;Chicago,5,0.9837384566879375,0.7882682923787614,0.937865131668247,0.8554318082845237,0.0,0.33,0.67,0.33,0.67,0.0
Roman_Empire;Spain;Soviet_Union;World_War_II;Blitzkrieg,5,-0.9738150259471967,0.9721244591973964,-0.8639601805105277,0.8833687384203719,0.0,0.67,0.33,0.33,0.67,0.0
Spain;Renaissance;Leonardo_da_Vinci;<;Italian_Renaissance,5,-1.0,-1.0,-0.9700010391161904,-0.7566958135072722,0.67,0.33,0.0,0.33,0.0,0.67
Sperm_Whale;Sound;Music;Jazz;Clarinet,5,0.9286542321367492,0.8380959760856014,0.9974864318491677,0.9664612581660492,0.0,0.67,0.33,0.0,0.33,0.67
The_Lion_King;Africa;Atlantic_slave_trade;Brazil;Peru,5,0.844855271427471,0.9879833071163784,0.9894197463268504,0.8711000671691075,0.67,0.0,0.33,0.0,0.67,0.33
Water;London;United_Kingdom;J._K._Rowling;Harry_Potter,5,-0.8529834349439885,-0.7264334489901185,-0.9029553130636795,-0.8461243870116782,0.0,0.67,0.33,0.0,0.67,0.33
Welding;Volt;<;Retina;Vertebrate,5,1.0,1.0,0.9113334611732762,0.926903132915335,0.67,0.33,0.0,0.67,0.33,0.0
Winston_Churchill;World_War_II;United_States;Volcano;Magma,5,0.7367701325953973,-0.7134601180512229,0.7061566129463852,-0.8978005793557917,0.0,0.67,0.33,0.0,0.67,0.33
Bacteria;Louis_Pasteur;Europe;Austria;Wolfgang_Amadeus_Mozart,5,0.8555088363807563,0.7539406422959875,0.9042146429431297,0.9535155358612954,0.0,0.33,0.67,0.33,0.33,0.33
Bacteria;Tuberculosis;United_States;Martin_Luther_King%2C_Jr.;Rosa_Parks,5,-0.8566166237635948,-0.9333640412942598,-0.9192330236106803,-0.9537370888263854,0.0,0.33,0.67,0.0,1.0,0.0
Health;World_Health_Organization;United_Nations;Soviet_Union;Vladimir_Lenin,5,0.969273788025841,-0.9938665304778134,-0.9781736657550948,0.9629333725615484,0.0,0.33,0.67,0.33,0.67,0.0
Albatross;United_Kingdom;Computer;CPU_cache;Central_processing_unit,5,-0.7384761667301488,-0.9802718792637991,-0.8139515808052834,-0.8162296217904204,0.33,0.67,0.0,0.0,0.67,0.33
British_Virgin_Islands;South_America;Pacific_Ocean;Volcano;Magma,5,-0.9592512855943205,-0.871774472035205,-0.979931704289659,-0.9549718469775539,0.33,0.33,0.33,0.67,0.0,0.33
British_Virgin_Islands;United_States;California;Film;Actor,5,-0.8982723860030367,-0.9673765553331427,-0.9727335747298275,-0.9764659332490708,0.0,0.33,0.67,0.0,1.0,0.0
Diamond;Semiconductor;Energy;Force;Physics,5,-0.896179489549041,-0.9382358208256228,-0.8123950939484396,-0.7959649621594123,0.33,0.33,0.33,0.0,1.0,0.0
Diamond;South_Africa;Africa;World_War_II;Erwin_Rommel,5,-0.7957652614975864,0.926722141706454,-0.7807346061806608,0.8719737722743629,0.0,0.33,0.67,0.0,1.0,0.0
Commonwealth_Games;England;Samuel_Taylor_Coleridge;The_Rime_of_the_Ancient_Mariner;Poetry,5,-0.9496107818443288,-0.7253734192997291,-0.7181353233462423,-0.852238124405933,0.33,0.33,0.33,0.33,0.0,0.67
Nutmeg;Potato;Scots_language;Scotland;Dundee,5,-0.789790875202481,-0.7190671909650037,-0.8787872168647752,-0.8595142366154309,0.67,0.33,0.0,0.33,0.33,0.33
Leisure;Industrial_Revolution;Fossil_fuel;Global_warming;Sea_level_rise,5,-0.849095274304125,-0.9292113680648552,-0.8543003481762137,-0.8306076368751025,0.0,0.33,0.67,0.0,0.67,0.33
Education;Latin;Rome;Italy;Benito_Mussolini,5,-0.7005197746838194,0.8830675068387309,-0.9925456063156668,0.9802587959989381,0.33,0.33,0.33,0.33,0.33,0.33
Rain;United_Kingdom;British_monarchy;<;Queen_%28band%29,5,-0.9999999999999998,1.0,-0.7627835463957997,0.903753889686999,1.0,0.0,0.0,0.33,0.67,0.0
Michael_Jordan;Geography;Science;Atom;Periodic_table,5,0.7820944560479289,-0.7453536049184786,0.888889060089111,-0.7589617803951377,0.0,0.0,1.0,0.0,0.67,0.33
Jack_Kerouac;Buddhism;Christianity;Roman_Catholic_Church;Catholic_social_teaching,5,0.962241974273257,0.984455475864545,0.9209845761968937,0.7709408200059671,0.33,0.67,0.0,0.0,0.67,0.33
Oregon;River;Amazon_River;South_America;Andes,5,0.7794040736729468,0.8502213809257677,0.8534083354026893,0.777644823379243,0.0,1.0,0.0,0.33,0.67,0.0
Sputnik_1;Soviet_Union;<;Russian_language;South_Ossetia,5,0.9999999999999999,0.9999999999999998,0.9805545864601463,0.8624688151565962,0.33,0.33,0.33,0.33,0.33,0.33
Pluto;California;United_States;New_York_City;Wall_Street,5,0.9679850365950549,0.9832743867589808,0.9207929313514402,0.9497920909783005,0.0,0.33,0.67,0.0,1.0,0.0
Pluto;California;Spain;European_Union;Malta,5,0.7872482136413597,0.8635647840078875,0.9884303089341042,0.9827895716271806,0.33,0.33,0.33,0.0,1.0,0.0
Moscow;Time_zone;Antarctica;Sun;Sunlight,5,0.9144113387571414,-0.8955529900704708,0.9074312013547704,-0.9954506459473803,0.33,0.67,0.0,0.33,0.33,0.33
Cold_War;Yugoslavia;Republic_of_Macedonia;Greece;Aristotle,5,0.7114269916484746,0.835368231698124,0.7617631739859212,0.8565584710329273,0.33,0.33,0.33,0.67,0.33,0.0
Crimean_Karaites;Europe;Africa;Lesotho;Maseru,5,-0.9063314791509771,0.9491312558636054,-0.8018178279211767,0.8662841556522045,0.0,1.0,0.0,0.0,1.0,0.0
BBC;United_Kingdom;Europe;Germany;Frankfurt,5,-0.7317350561003174,0.8242254529501718,-0.8169605479622798,0.7485362586823071,0.33,0.33,0.33,0.0,0.67,0.33
Pearl;Pacific_Ocean;Canada;English_language;Canadian_English,5,-0.8819722858792809,-0.814506853847781,-0.7409201562545482,-0.8739776716103407,0.0,1.0,0.0,0.0,0.67,0.33
Paul_McCartney;United_States;Capitalism;Libertarianism;Anarcho-capitalism,5,0.9644378974890913,0.7859771292266455,0.9851710953021483,0.9664034163037976,0.0,0.67,0.33,0.0,1.0,0.0
Asteroid;Dinosaur;England;Denmark;Viking,5,0.9203952757013633,0.9268863486960607,0.757122866104923,0.8149378982168853,0.33,0.0,0.67,0.33,0.0,0.67
Asteroid;Dinosaur;England;History_of_Anglo-Saxon_England;Viking,5,0.8882509277247905,0.8273747055083551,0.8317847374647568,0.7901508340801497,0.0,0.33,0.67,0.0,0.0,1.0
Asteroid;Dinosaur;Scotland;Norway;Viking,5,0.8560680415560313,0.9050327423128505,0.7403978608263578,0.876375626886785,0.33,0.0,0.67,0.0,0.33,0.67
Cambrian_explosion;Continent;Asia;China;Great_Wall_of_China,5,0.8949598322989165,0.9007215854217663,0.8500332591745943,0.8722651014609769,0.67,0.0,0.33,0.33,0.33,0.33
Albert_Einstein;Chemistry;Periodic_table;List_of_elements_by_name;Tin,5,0.7433104238086418,0.877040089918715,0.9540620377533494,0.7049597905343988,0.33,0.67,0.0,0.0,0.67,0.33
Saxophone;Gold;Earth%27s_atmosphere;Nitrogen;Natural_gas,5,0.7321025229169859,0.9713914594042679,0.7686135122703959,0.8435620207367007,0.33,0.67,0.0,0.0,1.0,0.0
Nineteen_Eighty-Four;England;United_Kingdom;<;Church_of_England,5,1.0,1.0,0.9597015197597258,0.9236415313942274,0.33,0.33,0.33,0.33,0.67,0.0
Iron;Earth;Cambrian_explosion;<;Dinosaur,5,1.0,0.9999999999999998,-0.9745296427452296,-0.9691941773979642,0.33,0.33,0.33,0.33,0.33,0.33
Tooth_development;Force;Gravitation;Moon;New_moon,5,-0.9506983331405403,-0.8895590329933305,-0.9836705375277172,-0.822420914124121,0.0,1.0,0.0,0.0,0.33,0.67
Tooth_development;Down_syndrome;<;Human;Logic,5,-1.0,-1.0,-0.9457445380353754,-0.733323140519444,0.33,0.67,0.0,0.33,0.33,0.33
Pope_John_Paul_II;Harlem_Globetrotters;<;United_Nations;New_York_City,5,1.0,-1.0,0.9239594242636499,-0.8922152768545485,0.33,0.67,0.0,0.67,0.33,0.0
Drawing;Art;Europe;Italy;Milan,5,0.9449988946897409,0.97438817020682,0.7795205867249809,0.90091267907515,0.0,0.33,0.67,0.0,0.33,0.67
Igor_Stravinsky;Greek_mythology;Ancient_Greece;Alcibiades;Thrasybulus,5,0.9682904145619877,0.8030531378946592,0.9697507207021259,0.9722443059769985,0.0,0.33,0.67,0.0,0.33,0.67
Igor_Stravinsky;Paris;Egypt;Islam;Saladin,5,0.9030314749308493,0.91211285664109,0.79570207332915,0.7508583209003052,0.0,0.0,1.0,0.33,0.33,0.33
Louis_Pasteur;Physics;Applied_mathematics;Mathematics;Geometry,5,0.9873496679914658,0.7308682753859295,0.809561544835003,0.9618889950687711,0.0,0.67,0.33,0.67,0.33,0.0
Genoa;England;United_Kingdom;World_War_II;Adolf_Hitler,5,-0.7888936204917797,0.7163855374200726,-0.9704858255168681,0.9131333048487085,0.33,0.33,0.33,0.0,1.0,0.0
Yuri_Gagarin;Norway;Fish;Aquarium;Otter,5,0.738347802293981,-0.9209081723833079,0.8614709939002092,-0.9231044382635036,0.33,0.67,0.0,0.33,0.0,0.67
Planet;Star;Energy;Nuclear_fission;Nuclear_power,5,-0.9776341082460644,-0.9582600960686093,-0.868364986874281,-0.9316729470363527,0.33,0.67,0.0,0.0,0.67,0.33
Johann_Sebastian_Bach;Earth;North_America;Canada;Canadian_football,5,0.9944483237890551,0.8902587018103216,0.8891072900325088,0.9918014719594278,0.0,1.0,0.0,0.0,0.67,0.33
Kakapo;Vegetation;Plant;Tree;Wood,5,0.9837852594081712,0.9827180040213684,0.9744160206669035,0.9789486296021945,0.33,0.0,0.67,0.0,0.67,0.33
Fedora_Core;Cambridge;Jersey;United_States;Rhode_Island,5,-0.8483395850375967,-0.8072695556318081,-0.7290303345256447,-0.8708350410841863,0.0,0.67,0.33,0.33,0.67,0.0
Water_purification;Drinking_water;Water;Ocean;Dolphin,5,0.9570447144946567,0.9123511929999104,-0.9110198104680959,-0.9226180066639214,0.0,1.0,0.0,0.33,0.33,0.33
Wood;North_America;United_Kingdom;Church_of_England;Christianity,5,0.8962357431957364,0.862868706720878,0.9613070721882612,0.8915598281516349,0.33,0.67,0.0,0.33,0.67,0.0
Wood;North_America;Europe;World_War_II;Adolf_Hitler,5,-0.8558324392689518,0.9559768341993714,-0.9304236084235851,0.8434831369545907,0.0,0.67,0.33,0.0,0.67,0.33
Lead;Ancient_Rome;Copper;Coin;Money,5,-0.9139616184463563,-0.8637102706247921,-0.8571926820945508,-0.9350681700868909,0.0,0.33,0.67,0.67,0.33,0.0
Luxembourg;United_Nations;United_Kingdom;Anglican_Communion;Anglicanism,5,0.7530150273724769,-0.9501668330006942,0.8860894566857409,-0.9501554668149697,0.67,0.33,0.0,0.33,0.33,0.33
Rice;Asia;Earth;Universe;Galaxy,5,-0.9936059097219861,-0.9538035465611144,-0.9228224253509792,-0.9809343950244196,0.33,0.0,0.67,0.0,0.33,0.67
Rice;Asia;Earth;Universe;Galaxy,5,-0.9936059097219861,-0.9538035465611144,-0.9228224253509792,-0.9809343950244196,0.33,0.0,0.67,0.0,0.33,0.67
Oregano;Flower;Extinction;Dinosaur;Brachiosaurus,5,-0.8067064397034103,-0.795102141608015,-0.7991206072325813,-0.766361475807691,0.0,0.33,0.67,0.0,0.67,0.33
James_Bond;Jamaica;Caribbean_Sea;Christopher_Columbus;Dominica,5,0.8915351544553315,0.9997883622565197,0.8918347706275875,0.8911534904467475,0.0,1.0,0.0,0.33,0.67,0.0
Semiconductor;Semiconductor_device;<;Silicon;California,5,1.0,-0.9999999999999999,0.8670183301500238,0.8524042459847269,0.33,0.0,0.67,0.33,0.33,0.33
Glass;Chromium;<;Cadmium;Indium,5,1.0,1.0,0.9642246091088161,0.8671120686492296,0.67,0.33,0.0,0.33,0.67,0.0
Plate_tectonics;Ireland;European_Union;Currency;Stock,5,0.8691654837315373,0.8427815708251105,0.8038834704600765,0.7571903823356277,0.0,0.67,0.33,0.67,0.0,0.33
Mount_Nyiragongo;Democratic_Republic_of_the_Congo;Africa;Mali;Timbuktu,5,0.8973461789502639,0.9336551325644209,0.7867786957993838,0.8263241776790737,0.33,0.33,0.33,0.0,1.0,0.0
Dolphin;The_Hitchhiker%27s_Guide_to_the_Galaxy;United_States;World_War_II;Battle_of_Midway,5,-0.7496267906494318,0.9418684491343275,-0.8081020898006501,0.8899322197059734,0.0,0.67,0.33,0.67,0.33,0.0
Turtle;South_America;Guitar;Musical_instrument;Music,5,-0.7577574610651066,-0.8240754753642877,-0.8286123268476784,-0.8152357751859903,0.33,0.33,0.33,0.0,0.67,0.33
Money;Voltaire;God;Sigmund_Freud;Carl_Jung,5,-0.7441484977376259,0.9517230539541871,-0.9736676821150315,0.7952760196232718,0.67,0.33,0.0,0.0,0.67,0.33
Retinol;Antarctica;Continent;Asia;China,5,-0.9467158776722275,-0.8620484742295409,-0.992912055639292,-0.9362616481574374,0.33,0.33,0.33,0.67,0.33,0.0
Brunei;Time_zone;Earth;Sun;Ultraviolet,5,-0.9910956901211988,-0.7406726069564825,-0.8939283402267988,-0.9254206204207103,0.67,0.0,0.33,0.0,0.33,0.67
Color;Fruit;Citrus;Lemon;Juice,5,0.8973954465049325,0.8750514051561181,0.829827356378181,0.8981412686993477,0.67,0.33,0.0,0.0,0.67,0.33
Owl;Antarctica;South_America;Argentina;Jorge_Luis_Borges,5,0.7726941118764014,0.7256833460053583,0.8295519989293197,0.8491495639120967,0.0,0.67,0.33,0.0,0.67,0.33
Berlin;Berlin_Wall;United_Kingdom;Prime_Minister_of_the_United_Kingdom;Robert_Peel,5,0.903567238793001,0.9499400840848012,0.9715451781426921,0.9839523220444185,0.0,0.33,0.67,0.33,0.0,0.67
Sigmund_Freud;Czech_Republic;Black_Sea;Atlantic_Ocean;Petroleum,5,0.8835934599937995,-0.8208315201756049,0.9734790288588716,-0.945529070980335,0.0,1.0,0.0,0.0,0.33,0.67
Pyramid;Earth;Plant;Seed;Bean,5,0.9443393286379322,0.8087625806190798,0.8519636632044985,0.8245319904139469,0.0,1.0,0.0,0.0,0.33,0.67
Pyramid;Earth;Plant;Seed;Bean,5,0.9443393286379322,0.8087625806190798,0.8519636632044985,0.8245319904139469,0.0,1.0,0.0,0.0,0.33,0.67
Pyramid;Earth;Plant;Seed;Bean,5,0.9443393286379322,0.8087625806190798,0.8519636632044985,0.8245319904139469,0.0,1.0,0.0,0.0,0.33,0.67
Pyramid;Earth;Plant;Seed;Bean,5,0.9443393286379322,0.8087625806190798,0.8519636632044985,0.8245319904139469,0.0,1.0,0.0,0.0,0.33,0.67
Pyramid;Earth;Plant;Seed;Bean,5,0.9443393286379322,0.8087625806190798,0.8519636632044985,0.8245319904139469,0.0,1.0,0.0,0.0,0.33,0.67
Pyramid;Mesopotamia;Barley;Bread;Bean,5,0.9196609573506218,0.7417062947779426,0.9856681311427111,0.8368817753971795,0.0,1.0,0.0,0.67,0.33,0.0
Pyramid;Earth;Plant;Seed;Bean,5,0.9443393286379322,0.8087625806190798,0.8519636632044985,0.8245319904139469,0.0,1.0,0.0,0.0,0.33,0.67
Pyramid;Earth;Plant;Seed;Bean,5,0.9443393286379322,0.8087625806190798,0.8519636632044985,0.8245319904139469,0.0,1.0,0.0,0.0,0.33,0.67
